price,comment,shopname,URL,title,pnglink
6199.00,"
								 5000+",华为礼象专卖店,https://item.jd.com/10100881427943.html,华为pura70pro 新品手机上市 羽砂黑 12GB+512GB 官方标配,https://img13.360buyimg.com/n7/jfs/t1/244650/16/7724/38723/6620b1a4F41de9fb4/512ac9033c9123ef.jpg
6199.00,"
								 10万+",华为京东自营官方旗舰店,https://item.jd.com/100107613718.html,HUAWEI Pura 70 Pro 雪域白 12GB+512GB 超高速风驰闪拍 超聚光微距长焦 华为P70智能手机|华为大额券,https://img13.360buyimg.com/n7/jfs/t1/198618/15/46197/47555/671222f4F78c3bbda/fcb58e5a55e5dd15.jpg
5429.00,"
								 2000+",华为移动京东自营专卖店,https://item.jd.com/100096052997.html,HUAWEIPura 70 Pro 羽砂黑12GB+512GB 超高速风驰闪拍 超聚光微距长焦 华为P70智能手机,https://img12.360buyimg.com/n7/jfs/t1/223466/12/30966/30096/662b0815F5e4d9dd2/4adf66c459b14b9d.jpg
7199.00,"
								 10万+",华为京东自营官方旗舰店,https://item.jd.com/100107613744.html,HUAWEI Pura 70 Pro+ 魅影黑 16GB+512GB 超高速风驰闪拍 超聚光微距长焦华为P70智能手机|华为大额券,https://img14.360buyimg.com/n7/jfs/t1/248902/30/21359/53284/671223baF8065fbee/6f42063ab1daf9fd.jpg
5555.00,"
								 2000+",None,https://item.jd.com/100094995991.html,HUAWEIPura 70 Pro 罗兰紫 12GB+512GB 超高速风驰闪拍 超聚光微距长焦 华为P70智能手机,https://img11.360buyimg.com/n7/jfs/t1/187434/20/45057/38466/6625db9cF7bf78953/1b3b853e5bbf7d06.jpg
6189.00,"
								 1000+",None,https://item.jd.com/100106836718.html,HUAWEIPura 70 Pro+ 弦乐白 16GB+512GB 超高速风驰闪拍 超聚光微距长焦 双卫星通信 华为P70智能手机,https://img13.360buyimg.com/n7/jfs/t1/114916/8/47675/22787/66d12cc5Fea080806/20cf49d9db2dc26d.jpg
6199.00,"
								 500+",华为大鹏专卖店,https://item.jd.com/10101437755239.html,华为pura70pro 新品手机 华为p70智能手机 羽砂黑 12GB+512G 官方标配,https://img14.360buyimg.com/n7/jfs/t1/108741/21/49985/38723/6620c68eF0b877b2e/2ba217596e0de856.jpg
5899.00,"
								 500+",运营商京东自营专区,https://item.jd.com/100107024194.html,华为（HUAWEI）华为HUAWEI Pura 70 Pro 雪域白 12GB+512GB  华为P70手机,https://img14.360buyimg.com/n7/jfs/t1/165810/29/49519/44841/670f9470F5ea1f597/a0a945d545513105.jpg
5699.00,"
								 500+",京东电竞手机官方旗舰店,https://item.jd.com/10118372682669.html,华为pura70pro 华为手机 华为P70 鸿蒙系统 雪域白 12GB+256GB 官方标配,https://img14.360buyimg.com/n7/jfs/t1/196528/16/47977/45222/670a27b7Fd9cc704a/db11943b8c26a132.jpg
5570.00,"
								 22",京冠之家经营部,https://item.jd.com/10103449005156.html,华为【现货速发】华为HUAWEIPura 70 Pro 全新未激活 P70 Pro 羽砂黑 12GB+512GB现货速发 官方标配,https://img11.360buyimg.com/n7/jfs/t1/220820/1/39799/35509/66403f38Ff3729e64/345c150a3e872ac7.png
7161.00,"
								 64",华耀手机经营部,https://item.jd.com/10101876552917.html,HUAWEI Pura 70 Pro+ 超聚光微距长焦 双卫星通信 华为P70手机 魅影黑 16+512GB 官方标配,https://img12.360buyimg.com/n7/jfs/t1/239242/29/7950/44367/6628771dFfa7c0a4d/af89e990aa44fd10.jpg
